#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.alignID	mm10.kgXref.kgID	mm10.kgXref.mRNA	mm10.kgXref.spID	mm10.kgXref.spDisplayID	mm10.kgXref.geneSymbol	mm10.kgXref.refseq	mm10.kgXref.protAcc	mm10.kgXref.description	mm10.kgXref.tRnaName
ENSMUST00000047134.7	chr10	+	127898517	127911761	uc007hkw.3	ENSMUST00000047134.7	NM_027301	Q8K3P0	DR9C7_MOUSE	Sdr9c7	NM_027301	NM_027301	Mus musculus 4short chain dehydrogenase/reductase family 9C, member 7 (Sdr9c7), mRNA. (from RefSeq NM_027301)	
ENSMUST00000151614.7	chr10	+	127898774	127911750	uc287vpm.1	ENSMUST00000151614.7	BC064820			Sdr9c7			Sdr9c7 (from geneSymbol)	
ENSMUST00000155067.7	chr10	+	127902045	127910386	uc287vpn.1	ENSMUST00000155067.7	AK007857			Sdr9c7			Sdr9c7 (from geneSymbol)	
ENSMUST00000149849.1	chr10	+	127903413	127910337	uc287vpo.1	ENSMUST00000149849.1	AK007857			Sdr9c7			Sdr9c7 (from geneSymbol)	
ENSMUST00000178041.7	chr10	+	128015167	128029983	uc287vpy.1	ENSMUST00000178041.7	J04620	J3QN19	J3QN19_MOUSE	Prim1			Belongs to the eukaryotic-type primase small subunit  family. (from UniProt J3QN19)	
ENSMUST00000026461.7	chr10	+	128015171	128030037	uc011xpx.3	ENSMUST00000026461.7	NM_008921	Q5FW94	Q5FW94_MOUSE	Prim1	NM_008921	NM_008921	Mus musculus DNA primase, p49 subunit (Prim1), mRNA. (from RefSeq NM_008921)	
ENSMUST00000133285.7	chr10	+	128015195	128029865	uc287vpz.1	ENSMUST00000133285.7	AK160831			Prim1			Prim1 (from geneSymbol)	
ENSMUST00000135580.1	chr10	+	128019955	128022121	uc287vqa.1	ENSMUST00000135580.1	AK160831			Prim1			Prim1 (from geneSymbol)	
ENSMUST00000138330.1	chr10	+	128026686	128030033	uc287vqb.1	ENSMUST00000138330.1	D13544			Prim1			Prim1 (from geneSymbol)	
ENSMUST00000026455.7	chr10	+	128225837	128231812	uc007hlr.3	ENSMUST00000026455.7	NM_008600	P51180	MIP_MOUSE	Mip	NM_008600	NM_008600	Mus musculus major intrinsic protein of lens fiber (Mip), mRNA. (from RefSeq NM_008600)	
ENSMUST00000055539.10	chr10	+	128232064	128252941	uc007hlv.3	ENSMUST00000055539.10	NM_001164081	Q9R1X4	TIM_MOUSE	Timeless	NM_001164081	NM_001164081	Mus musculus timeless circadian clock 1 (Timeless), transcript variant 4, mRNA. (from RefSeq NM_001164081)	
ENSMUST00000145710.7	chr10	+	128232079	128252932	uc287vrj.1	ENSMUST00000145710.7	AK162012			Timeless			Timeless (from geneSymbol)	
ENSMUST00000105244.7	chr10	+	128232088	128252852	uc007hlu.3	ENSMUST00000105244.7	NM_001164080	Q9R1X4	TIM_MOUSE	Timeless	NM_001164080	NM_001164080	Mus musculus timeless circadian clock 1 (Timeless), transcript variant 3, mRNA. (from RefSeq NM_001164080)	
ENSMUST00000105243.8	chr10	+	128232090	128246109	uc287vrk.1	ENSMUST00000105243.8	AK153838	H7BX89	H7BX89_MOUSE	Timeless			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt H7BX89)	
ENSMUST00000125289.7	chr10	+	128232114	128241675	uc287vrl.1	ENSMUST00000125289.7	AK162012	E9Q302	E9Q302_MOUSE	Timeless			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt E9Q302)	
ENSMUST00000105242.7	chr10	+	128232133	128252941	uc007hlw.3	ENSMUST00000105242.7	NM_001136082	Q9R1X4	TIM_MOUSE	Timeless	NM_001136082	NM_001136082	Mus musculus timeless circadian clock 1 (Timeless), transcript variant 1, mRNA. (from RefSeq NM_001136082)	
ENSMUST00000105245.2	chr10	+	128238065	128252941	uc007hlx.2	ENSMUST00000105245.2	NM_011589	Q9R1X4	TIM_MOUSE	Timeless	NM_011589	NM_011589	Mus musculus timeless circadian clock 1 (Timeless), transcript variant 2, mRNA. (from RefSeq NM_011589)	
ENSMUST00000135538.1	chr10	+	128240400	128241615	uc287vrm.1	ENSMUST00000135538.1	BC064788			Timeless			Timeless (from geneSymbol)	
ENSMUST00000135376.1	chr10	+	128242338	128243010	uc287vrn.1	ENSMUST00000135376.1	BC064788			Timeless			Timeless (from geneSymbol)	
ENSMUST00000146945.1	chr10	+	128242407	128243930	uc287vro.1	ENSMUST00000146945.1	BC064788			Timeless			Timeless (from geneSymbol)	
ENSMUST00000142149.1	chr10	+	128242628	128243695	uc287vrp.1	ENSMUST00000142149.1	BC064788			Timeless			Timeless (from geneSymbol)	
ENSMUST00000142484.1	chr10	+	128247284	128248046	uc287vrq.1	ENSMUST00000142484.1	BC026526			Timeless			Timeless (from geneSymbol)	
ENSMUST00000105240.7	chr10	+	128247339	128252939	uc287vrr.1	ENSMUST00000105240.7	BC082770			Timeless			Timeless (from geneSymbol)	
ENSMUST00000136854.1	chr10	+	128249212	128249860	uc287vrs.1	ENSMUST00000136854.1	AF126480			Timeless			Timeless (from geneSymbol)	
ENSMUST00000129147.1	chr10	+	128249618	128250372	uc287vrt.1	ENSMUST00000129147.1	BC026526			Timeless			Timeless (from geneSymbol)	
ENSMUST00000026427.7	chr10	-	128509964	128525870	uc007hng.3	ENSMUST00000026427.7	NM_011843	Q3U7R1	ESYT1_MOUSE	Esyt1	NM_011843	NM_011843	Mus musculus extended synaptotagmin-like protein 1 (Esyt1), mRNA. (from RefSeq NM_011843)	
ENSMUST00000220429.1	chr10	-	128510255	128520306	uc287vtz.1	ENSMUST00000220429.1	AK054147	A0A1W2P784		Esyt1			Esyt1 (from geneSymbol)	
ENSMUST00000217948.1	chr10	-	128513497	128525868	uc287vua.1	ENSMUST00000217948.1	AK044656			Esyt1			Esyt1 (from geneSymbol)	
ENSMUST00000218092.1	chr10	-	128514190	128518554	uc287vub.1	ENSMUST00000218092.1	AK142877			Esyt1			Esyt1 (from geneSymbol)	
ENSMUST00000220045.1	chr10	-	128514877	128525871	uc007hnh.2	ENSMUST00000220045.1	AK080094			Esyt1			Esyt1 (from geneSymbol)	
ENSMUST00000145164.7	chr11	+	3125903	3129396	uc287wbj.1	ENSMUST00000145164.7				Pisd-ps1			Pisd-ps1 (from geneSymbol)	
ENSMUST00000132408.7	chr11	+	3125935	3129209	uc287wbk.1	ENSMUST00000132408.7				Pisd-ps1			Pisd-ps1 (from geneSymbol)	
ENSMUST00000119128.7	chr11	+	3126005	3131004	uc287wbl.1	ENSMUST00000119128.7				Pisd-ps1			Pisd-ps1 (from geneSymbol)	
ENSMUST00000152828.1	chr11	+	3128971	3130146	uc287wbm.1	ENSMUST00000152828.1				Pisd-ps1			Pisd-ps1 (from geneSymbol)	
ENSMUST00000020718.9	chr11	-	3517522	3527937	uc287weh.1	ENSMUST00000020718.9	AK009426	D3YVS1	D3YVS1_MOUSE	Smtn			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YVS1)	
ENSMUST00000110011.7	chr11	-	3517522	3537398	uc287wei.1	ENSMUST00000110011.7	AF064236	D3Z3Q3	D3Z3Q3_MOUSE	Smtn			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3Z3Q3)	
ENSMUST00000075118.9	chr11	-	3517522	3539239	uc007hti.3	ENSMUST00000075118.9	NM_001284427	Q921U8	SMTN_MOUSE	Smtn	NM_001284427	NM_001284427	Mus musculus smoothelin (Smtn), transcript variant 3, mRNA. (from RefSeq NM_001284427)	
ENSMUST00000154861.7	chr11	-	3517522	3539252	uc287wej.1	ENSMUST00000154861.7	AK085412			Smtn			Smtn (from geneSymbol)	
ENSMUST00000020721.14	chr11	-	3517522	3539292	uc007htf.3	ENSMUST00000020721.14	NM_013870	Q921U8	SMTN_MOUSE	Smtn	NM_013870	NM_013870	Mus musculus smoothelin (Smtn), transcript variant 2, mRNA. (from RefSeq NM_013870)	
ENSMUST00000170588.7	chr11	-	3517522	3539292	uc007htg.3	ENSMUST00000170588.7	NM_001159284	Q921U8	SMTN_MOUSE	Smtn	NM_001159284	NM_001159284	Mus musculus smoothelin (Smtn), transcript variant 1, mRNA. (from RefSeq NM_001159284)	
ENSMUST00000144635.1	chr11	-	3520537	3522554	uc287wek.1	ENSMUST00000144635.1	AK083947			Smtn			Smtn (from geneSymbol)	
ENSMUST00000156201.7	chr11	-	3532459	3540612	uc287wen.1	ENSMUST00000156201.7	AK138898	D3YZ10	D3YZ10_MOUSE	Smtn			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YZ10)	
ENSMUST00000136243.1	chr11	-	3532602	3539251	uc287weo.1	ENSMUST00000136243.1	AK166385	D3Z525	D3Z525_MOUSE	Smtn			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3Z525)	
ENSMUST00000151804.1	chr11	-	3534813	3539249	uc287weq.1	ENSMUST00000151804.1	AK166385			Smtn			Smtn (from geneSymbol)	
ENSMUST00000002198.3	chr11	+	4160349	4182541	uc007hup.3	ENSMUST00000002198.3	NM_026175	Q8K4Z5	SF3A1_MOUSE	Sf3a1	NM_026175	NM_026175	Mus musculus splicing factor 3a, subunit 1 (Sf3a1), mRNA. (from RefSeq NM_026175)	
ENSMUST00000132666.1	chr11	+	4160354	4171913	uc287wgy.1	ENSMUST00000132666.1	AK051703			Sf3a1			Sf3a1 (from geneSymbol)	
ENSMUST00000129583.7	chr11	+	4160354	4173110	uc287wgz.1	ENSMUST00000129583.7	AK030223			Sf3a1			Sf3a1 (from geneSymbol)	
ENSMUST00000133095.1	chr11	+	4177547	4179419	uc287wha.1	ENSMUST00000133095.1	AK008075			Sf3a1			Sf3a1 (from geneSymbol)	
ENSMUST00000009220.4	chr11	+	4704677	4737669	uc007hvd.2	ENSMUST00000009220.4	NM_026015	Q9CQR5	ZMAT5_MOUSE	Zmat5	NM_026015	NM_026015	Mus musculus zinc finger, matrin type 5 (Zmat5), transcript variant 1, mRNA. (from RefSeq NM_026015)	
ENSMUST00000154341.7	chr11	+	4704707	4737395	uc287wia.1	ENSMUST00000154341.7	AK003361			Zmat5			Zmat5 (from geneSymbol)	
ENSMUST00000141970.1	chr11	+	4728584	4732523	uc287wib.1	ENSMUST00000141970.1	AK051823			Zmat5			Zmat5 (from geneSymbol)	
ENSMUST00000101615.8	chr11	+	4895319	4928867	uc287wiq.1	ENSMUST00000101615.8	AK050734	Q5SVF9	Q5SVF9_MOUSE	Thoc5			Thoc5 (from geneSymbol)	
ENSMUST00000038237.7	chr11	+	4895342	4928865	uc007hvl.1	ENSMUST00000038237.7	NM_172438	A0A0R4J0J6		Thoc5	NM_172438	NM_172438	Mus musculus THO complex 5 (Thoc5), mRNA. (from RefSeq NM_172438)	
ENSMUST00000148117.7	chr11	+	4902211	4904465	uc287wir.1	ENSMUST00000148117.7	AK173078			Thoc5			Thoc5 (from geneSymbol)	
ENSMUST00000144371.1	chr11	+	4902211	4914310	uc287wis.1	ENSMUST00000144371.1	AK173078			Thoc5			Thoc5 (from geneSymbol)	
ENSMUST00000142543.2	chr11	+	4902211	4918225	uc287wit.1	ENSMUST00000142543.2	AK173078	Q5SVF8	Q5SVF8_MOUSE	Thoc5			Thoc5 (from geneSymbol)	
ENSMUST00000155872.1	chr11	+	4915305	4920485	uc287wiu.1	ENSMUST00000155872.1	AK006840			Thoc5			Thoc5 (from geneSymbol)	
ENSMUST00000109897.7	chr11	+	4986823	5042729	uc287wiv.1	ENSMUST00000109897.7	AK170376	Q5SVG5	Q5SVG5_MOUSE	Ap1b1			Ap1b1 (from geneSymbol)	
ENSMUST00000009234.15	chr11	+	4986823	5042791	uc007hvo.3	ENSMUST00000009234.15	NM_007454	O35643	AP1B1_MOUSE	Ap1b1	NM_007454	NM_007454	Mus musculus adaptor protein complex AP-1, beta 1 subunit (Ap1b1), transcript variant 2, mRNA. (from RefSeq NM_007454)	
ENSMUST00000137292.7	chr11	+	4986911	5015741	uc287wiw.1	ENSMUST00000137292.7	AK155892			Ap1b1			Ap1b1 (from geneSymbol)	
ENSMUST00000133014.7	chr11	+	4986933	5016851	uc287wix.1	ENSMUST00000133014.7	AK159273			Ap1b1			Ap1b1 (from geneSymbol)	
ENSMUST00000144426.1	chr11	+	5009473	5015741	uc287wiy.1	ENSMUST00000144426.1	AK180383			Ap1b1			Ap1b1 (from geneSymbol)	
ENSMUST00000101613.2	chr11	+	5009529	5042729	uc287wiz.1	ENSMUST00000101613.2	NM_001243043	Q5SVG4	Q5SVG4_MOUSE	Ap1b1	NM_001243043	NM_001243043	Mus musculus adaptor protein complex AP-1, beta 1 subunit (Ap1b1), transcript variant 1, mRNA. (from RefSeq NM_001243043)	
ENSMUST00000145704.1	chr11	+	5030976	5032790	uc287wja.1	ENSMUST00000145704.1	BC066827			Ap1b1			Ap1b1 (from geneSymbol)	
ENSMUST00000142325.7	chr11	+	5037368	5040402	uc287wjb.1	ENSMUST00000142325.7	BC066827			Ap1b1			Ap1b1 (from geneSymbol)	
ENSMUST00000133007.1	chr11	+	5038763	5040421	uc287wje.1	ENSMUST00000133007.1	BC066827			Ap1b1			Ap1b1 (from geneSymbol)	
ENSMUST00000109845.7	chr11	+	5788487	5800629	uc007hxc.3	ENSMUST00000109845.7	NM_001146309	Q62418	DBNL_MOUSE	Dbnl	NM_001146309	NM_001146309	Mus musculus drebrin-like (Dbnl), transcript variant 3, mRNA. (from RefSeq NM_001146309)	
ENSMUST00000020769.13	chr11	+	5788521	5800288	uc007hxd.3	ENSMUST00000020769.13	NM_001146308	Q62418	DBNL_MOUSE	Dbnl	NM_001146308	NM_001146308	Mus musculus drebrin-like (Dbnl), transcript variant 1, mRNA. (from RefSeq NM_001146308)	
ENSMUST00000102928.4	chr11	+	5788529	5800962	uc007hxb.3	ENSMUST00000102928.4	NM_013810	Q62418	DBNL_MOUSE	Dbnl	NM_013810	NM_013810	Mus musculus drebrin-like (Dbnl), transcript variant 2, mRNA. (from RefSeq NM_013810)	
ENSMUST00000102922.9	chr11	-	5872179	5878292	uc007hxk.3	ENSMUST00000102922.9	NM_008894	O35654	DPOD2_MOUSE	Pold2	NM_008894	NM_008894	Mus musculus polymerase (DNA directed), delta 2, regulatory subunit (Pold2), transcript variant 1, mRNA. (from RefSeq NM_008894)	
ENSMUST00000141907.1	chr11	-	5872187	5873191	uc287wlk.1	ENSMUST00000141907.1	BC003342			Pold2			Pold2 (from geneSymbol)	
ENSMUST00000153995.1	chr11	-	5874079	5877662	uc287wll.1	ENSMUST00000153995.1	BC003342	A8Y5G7	A8Y5G7_MOUSE	Pold2			Pold2 (from geneSymbol)	
ENSMUST00000136714.1	chr11	-	5874116	5876764	uc287wlm.1	ENSMUST00000136714.1	BC003342			Pold2			Pold2 (from geneSymbol)	
ENSMUST00000134957.1	chr11	-	5875169	5878212	uc287wln.1	ENSMUST00000134957.1	BC003342			Pold2			Pold2 (from geneSymbol)	
ENSMUST00000002818.8	chr11	+	5955692	5967780	uc007hxp.5	ENSMUST00000002818.8	NM_019661	Q9CQW1	YKT6_MOUSE	Ykt6	NM_019661	NM_019661	Mus musculus YKT6 v-SNARE homolog (S. cerevisiae) (Ykt6), mRNA. (from RefSeq NM_019661)	
ENSMUST00000143834.1	chr11	+	5959303	5963201	uc287wlr.1	ENSMUST00000143834.1	AF076956			Ykt6			Ykt6 (from geneSymbol)	
ENSMUST00000101585.9	chr11	-	5971734	6065538	uc287wlx.1	ENSMUST00000101585.9	AK163698	Q5SVI3	Q5SVI3_MOUSE	Camk2b			Contains 1 protein kinase domain. (from UniProt Q5SVI3)	
ENSMUST00000117715.1	chr11	+	6453150	6453438	uc287wnc.1	ENSMUST00000117715.1				Gm11971			Gm11971 (from geneSymbol)	
ENSMUST00000156969.7	chr11	-	6615597	6626043	uc007hyz.3	ENSMUST00000156969.7	AK168088	Q91YM4	TBRG4_MOUSE	Tbrg4			May play a role in cell cycle progression (By  similarity). (from UniProt Q91YM4)	
ENSMUST00000189268.6	chr11	-	6615598	6626067	uc287woa.1	ENSMUST00000189268.6	NM_134011	Q91YM4	TBRG4_MOUSE	Tbrg4	NM_134011	NM_134011	Mus musculus transforming growth factor beta regulated gene 4 (Tbrg4), transcript variant 1, mRNA. (from RefSeq NM_134011)	
ENSMUST00000000394.13	chr11	-	6616422	6626043	uc007hza.3	ENSMUST00000000394.13	AK144813	Q91YM4	TBRG4_MOUSE	Tbrg4			May play a role in cell cycle progression (By  similarity). (from UniProt Q91YM4)	
ENSMUST00000150697.7	chr11	-	6616424	6626043	uc287wob.1	ENSMUST00000150697.7	AK028966	E9PUT1	E9PUT1_MOUSE	Tbrg4			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt E9PUT1)	
ENSMUST00000134016.1	chr11	-	6617253	6618030	uc287woc.1	ENSMUST00000134016.1	AK075897			Tbrg4			Tbrg4 (from geneSymbol)	
ENSMUST00000131477.1	chr11	-	6619555	6620915	uc287wod.1	ENSMUST00000131477.1	AK075897			Tbrg4			Tbrg4 (from geneSymbol)	
ENSMUST00000132446.1	chr11	-	6619585	6620445	uc011xrj.2	ENSMUST00000132446.1	U89434			Tbrg4			Tbrg4 (from geneSymbol)	
ENSMUST00000151008.1	chr11	-	6620001	6621251	uc287wof.1	ENSMUST00000151008.1	AK166760			Tbrg4			Tbrg4 (from geneSymbol)	
ENSMUST00000131313.1	chr11	-	6620179	6621065	uc287wog.1	ENSMUST00000131313.1	AK166760			Tbrg4			Tbrg4 (from geneSymbol)	
ENSMUST00000136682.7	chr11	-	6620996	6626067	uc287woi.1	ENSMUST00000136682.7	AK168088	Q5SWP1	Q5SWP1_MOUSE	Tbrg4			Tbrg4 (from geneSymbol)	
ENSMUST00000131815.7	chr11	-	6623199	6626022	uc287woj.1	ENSMUST00000131815.7	AK028966			Tbrg4			Tbrg4 (from geneSymbol)	
ENSMUST00000144463.1	chr11	-	6623884	6625459	uc287wok.1	ENSMUST00000144463.1	AK028966	Q5SWP0	Q5SWP0_MOUSE	Tbrg4			Tbrg4 (from geneSymbol)	
ENSMUST00000043285.4	chr11	+	9048593	9069356	uc007hzv.2	ENSMUST00000043285.4	NM_001037928	Q5SS90	CG057_MOUSE	Gm11992	NM_001037928	NM_001037928	Mus musculus predicted gene 11992 (Gm11992), mRNA. (from RefSeq NM_001037928)	
ENSMUST00000152345.7	chr11	-	11787430	11808925	uc287wqr.1	ENSMUST00000152345.7	AK082092			Fignl1			Fignl1 (from geneSymbol)	
ENSMUST00000123815.1	chr11	-	11787442	11801461	uc287wqs.1	ENSMUST00000123815.1	AK082092			Fignl1			Fignl1 (from geneSymbol)	
ENSMUST00000047689.10	chr11	-	11800287	11808959	uc007iat.3	ENSMUST00000047689.10	NM_021891	Q8BPY9	FIGL1_MOUSE	Fignl1	NM_021891	NM_021891	Mus musculus fidgetin-like 1 (Fignl1), transcript variant 2, mRNA. (from RefSeq NM_021891)	
ENSMUST00000171080.7	chr11	-	11800287	11808962	uc011xro.1	ENSMUST00000171080.7	NM_001163360	Q8BPY9	FIGL1_MOUSE	Fignl1	NM_001163360	NM_001163360	Mus musculus fidgetin-like 1 (Fignl1), transcript variant 3, mRNA. (from RefSeq NM_001163360)	
ENSMUST00000171938.1	chr11	-	11800287	11808962	uc007ias.2	ENSMUST00000171938.1	NM_001163359	Q8BPY9	FIGL1_MOUSE	Fignl1	NM_001163359	NM_001163359	Mus musculus fidgetin-like 1 (Fignl1), transcript variant 1, mRNA. (from RefSeq NM_001163359)	
ENSMUST00000109664.1	chr11	-	11800551	11808932	uc033ftv.2	ENSMUST00000109664.1	AK051324	Q8BPY9	FIGL1_MOUSE	Fignl1			May regulate osteoblast proliferation and  differentiation. (from UniProt Q8BPY9)	
ENSMUST00000150714.1	chr11	-	11802696	11808948	uc287wqt.1	ENSMUST00000150714.1	AK086769	Q5SWU3	Q5SWU3_MOUSE	Fignl1			Fignl1 (from geneSymbol)	
ENSMUST00000131135.2	chr11	+	21572234	21664385	uc287www.1	ENSMUST00000131135.2	AK083042	B1ATQ4	B1ATQ4_MOUSE	Wdpcp			Wdpcp (from geneSymbol)	
ENSMUST00000020568.9	chr11	+	21572234	21898989	uc007idx.2	ENSMUST00000020568.9	NM_145425	Q8C456	FRITZ_MOUSE	Wdpcp	NM_145425	NM_145425	Mus musculus WD repeat containing planar cell polarity effector (Wdpcp), transcript variant 1, mRNA. (from RefSeq NM_145425)	
ENSMUST00000149757.1	chr11	+	21572304	21697568	uc287wwx.1	ENSMUST00000149757.1	AK082370			Wdpcp			Wdpcp (from geneSymbol)	
ENSMUST00000143608.1	chr11	+	21689582	21711910	uc287wwz.1	ENSMUST00000143608.1	BC141166			Wdpcp			Wdpcp (from geneSymbol)	
ENSMUST00000156624.1	chr11	+	21695128	21749350	uc287wxa.1	ENSMUST00000156624.1	BC056139			Wdpcp			Wdpcp (from geneSymbol)	
ENSMUST00000128794.1	chr11	+	21813398	21817341	uc287wxb.1	ENSMUST00000128794.1	BC141166			Wdpcp			Wdpcp (from geneSymbol)	
ENSMUST00000102842.9	chr11	+	29692946	29742916	uc007ihl.3	ENSMUST00000102842.9	NM_194053	Q99P72	RTN4_MOUSE	Rtn4	NM_194053	NM_194053	Mus musculus reticulon 4 (Rtn4), transcript variant 3, mRNA. (from RefSeq NM_194053)	
ENSMUST00000102843.9	chr11	+	29692946	29742916	uc007ihk.3	ENSMUST00000102843.9	NM_194054	Q99P72	RTN4_MOUSE	Rtn4	NM_194054	NM_194054	Mus musculus reticulon 4 (Rtn4), transcript variant 1, mRNA. (from RefSeq NM_194054)	
ENSMUST00000078830.10	chr11	+	29692946	29744331	uc007ihm.3	ENSMUST00000078830.10	NM_194052	Q99P72	RTN4_MOUSE	Rtn4	NM_194052	NM_194052	Mus musculus reticulon 4 (Rtn4), transcript variant 2, mRNA. (from RefSeq NM_194052)	
ENSMUST00000170731.7	chr11	+	29692947	29742111	uc287xeg.1	ENSMUST00000170731.7	AY102281	Q99P72	RTN4_MOUSE	Rtn4			Developmental neurite growth regulatory factor with a  role as a negative regulator of axon-axon adhesion and growth, and  as a facilitator of neurite branching. Regulates neurite  fasciculation, branching and extension in the developing nervous  system. Involved in down-regulation of growth, stabilization of  wiring and restriction of plasticity in the adult CNS. Regulates  the radial migration of cortical neurons via an RTN4R-LINGO1  containing receptor complex. May inhibit BACE1 activity and  amyloid precursor protein processing. (from UniProt Q99P72)	
ENSMUST00000102841.7	chr11	+	29693773	29742916	uc007ihn.3	ENSMUST00000102841.7	NM_194051	Q99P72	RTN4_MOUSE	Rtn4	NM_194051	NM_194051	Mus musculus reticulon 4 (Rtn4), transcript variant 5, mRNA. (from RefSeq NM_194051)	
ENSMUST00000060992.5	chr11	+	29718562	29742916	uc007iho.3	ENSMUST00000060992.5	NM_024226	Q99P72	RTN4_MOUSE	Rtn4	NM_024226	NM_024226	Mus musculus reticulon 4 (Rtn4), transcript variant 4, mRNA. (from RefSeq NM_024226)	
ENSMUST00000156217.7	chr11	+	29733697	29742435	uc287xeh.1	ENSMUST00000156217.7	AY102283			Rtn4			Rtn4 (from geneSymbol)	
ENSMUST00000141719.7	chr11	+	29733772	29742347	uc287xei.1	ENSMUST00000141719.7	AY102283			Rtn4			Rtn4 (from geneSymbol)	
ENSMUST00000125735.7	chr11	+	29736399	29742347	uc287xej.1	ENSMUST00000125735.7	AY102283			Rtn4			Rtn4 (from geneSymbol)	
ENSMUST00000126162.1	chr11	+	29740997	29742285	uc287xek.1	ENSMUST00000126162.1	AY102283			Rtn4			Rtn4 (from geneSymbol)	
ENSMUST00000039601.9	chr11	+	32205414	32208984	uc007ija.4	ENSMUST00000039601.9	NM_030093	Q8VIK1	SNR25_MOUSE	Snrnp25	NM_030093	NM_030093	Mus musculus small nuclear ribonucleoprotein 25 (U11/U12) (Snrnp25), mRNA. (from RefSeq NM_030093)	
ENSMUST00000149043.2	chr11	+	32205445	32208408	uc287xgp.1	ENSMUST00000149043.2	AK019452	A7M7T3	A7M7T3_MOUSE	Snrnp25			Snrnp25 (from geneSymbol)	
ENSMUST00000155736.1	chr11	+	32205457	32207651	uc287xgq.1	ENSMUST00000155736.1	AK019452			Snrnp25			Snrnp25 (from geneSymbol)	
ENSMUST00000121182.1	chr11	+	32205487	32208873	uc287xgr.1	ENSMUST00000121182.1	BC028766	A7M7T4	A7M7T4_MOUSE	Snrnp25			Snrnp25 (from geneSymbol)	
ENSMUST00000125837.1	chr11	+	32206761	32208984	uc287xgs.1	ENSMUST00000125837.1	BC028766			Snrnp25			Snrnp25 (from geneSymbol)	
ENSMUST00000020524.14	chr11	-	32209584	32222300	uc007ijb.3	ENSMUST00000020524.14	NM_010117	Q6PIX5	RHDF1_MOUSE	Rhbdf1	NM_010117	NM_010117	Mus musculus rhomboid 5 homolog 1 (Rhbdf1), transcript variant 1, mRNA. (from RefSeq NM_010117)	
ENSMUST00000143036.7	chr11	-	32209585	32217317	uc287xgt.1	ENSMUST00000143036.7	AK220566			Rhbdf1			Rhbdf1 (from geneSymbol)	
ENSMUST00000146179.7	chr11	-	32209586	32222280	uc287xgu.1	ENSMUST00000146179.7	AK144437	F2Z3W3	F2Z3W3_MOUSE	Rhbdf1			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt F2Z3W3)	
ENSMUST00000143988.1	chr11	-	32209803	32211139	uc287xgv.1	ENSMUST00000143988.1	BC023469	A7M7T5	A7M7T5_MOUSE	Rhbdf1			Rhbdf1 (from geneSymbol)	
ENSMUST00000142274.1	chr11	-	32209949	32210900	uc287xgw.1	ENSMUST00000142274.1	BC023469			Rhbdf1			Rhbdf1 (from geneSymbol)	
ENSMUST00000137125.1	chr11	-	32210398	32211270	uc287xgx.1	ENSMUST00000137125.1	AK220566			Rhbdf1			Rhbdf1 (from geneSymbol)	
ENSMUST00000132578.7	chr11	-	32214285	32222280	uc287xgy.1	ENSMUST00000132578.7	AK144437	F2Z3W3	F2Z3W3_MOUSE	Rhbdf1			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt F2Z3W3)	
ENSMUST00000150381.1	chr11	-	32215067	32222244	uc287xgz.1	ENSMUST00000150381.1	AK144437	A2AVE4	A2AVE4_MOUSE	Rhbdf1			Rhbdf1 (from geneSymbol)	
